1,0.391704372083768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.391704372083768,1,-0.352172466600314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.352172466600314,1,-0.584713052515872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.584713052515872,1,0.377081150142476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.377081150142476,1,0.539797583618201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.539797583618201,1,-0.381120832683518,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.381120832683518,1,-0.406515538017265,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.406515538017265,1,-0.390958431176841,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.390958431176841,1,0.409878755290993,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.409878755290993,1,0.385230115894228,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.385230115894228,1,0.549668554100208,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.549668554100208,1,-0.505857994384132,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.505857994384132,1,0.335373334516771,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.335373334516771,1,0.546521879872307,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.546521879872307,1,-0.484414527076297,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.484414527076297,1,0.409463188843802,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409463188843802,1,-0.32804882323835,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32804882323835,1,0.390456010540947,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390456010540947,1,-0.565124044055119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565124044055119,1
