"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"1" 1.19599570951246 -2.00714006451142 0.278654572458607 -1.99502778496535 1.04289956629553 -0.91254614329492 1.93597785448073 2.25598635008677 0.985835076833365 -0.703845810798729 -0.819795212782525 1.01234553807605 0.132927286729172 -1.61791623952869 -0.767515223344052 2.18174296832091 1.41933340943907 0.961390404964057 1.0597307845522 -0.883373719816579 1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 -1 -1 1 1 -1
"2" 0.618726722799899 0.645166698737215 -0.782106968500672 0.149238860141695 -1.52027432727471 -0.441418901293697 -1.11499750607752 -0.861403371804754 -0.510882841062253 -0.916776938064314 1.76086749545292 0.563771697159088 0.423927767639566 1.10465730120336 0.799765981964146 2.8300404686183 3.47957430766217 5.3752173902751 6.74015059688501 -4.29529352196361 -1 -1 -1 1 -1 -1 -1 1 -1 1 -1 1 -1 -1 -1 -1 1 1 1 -1
"3" 1.54975183592506 0.496660813214877 -0.967635352241696 0.847292470796673 0.969105143549708 0.639880460612214 -0.0074274000054505 -0.608522556470843 -2.17324860434406 0.867609704331274 -0.736942677815294 1.04135682916165 1.19655344721516 1.44316616869421 0.837016088181687 1.76508550233026 1.02203877524731 -0.23778255980335 -0.227030206614197 -0.498679960851039 1 -1 -1 1 1 -1 1 -1 1 -1 1 1 -1 -1 1 -1 1 1 1 -1
"4" -0.798424345033373 1.70247142826359 -0.522228636280365 0.717113171540317 -0.554436977630506 1.20217575300918 -1.6569807543753 1.27340475280983 1.99657025175035 -2.04315210931808 -2.82568503025322 3.05800682347757 1.36835718083002 1.24612559742107 3.589403326086 4.70489601811296 5.59911816034539 5.9421674534213 2.34140270026297 -2.48212590000697 1 -1 -1 1 -1 1 -1 1 -1 1 -1 1 -1 -1 -1 -1 1 1 1 -1
"5" -0.149291615654131 1.78881258682721 0.714691276153697 0.761555921908177 -2.63848508487665 0.114570430524257 1.83056057396305 0.944163074626662 0.900678146401431 -0.57299876906823 -1.54486368156901 2.43413900304169 3.81361502982558 0.104418700816601 2.17114032982224 5.00702735438583 6.55010204676501 4.31089531163778 1.49548699020448 -2.29834876519506 1 -1 -1 1 -1 -1 -1 1 -1 1 1 1 -1 1 -1 -1 1 1 1 -1
"6" -1.36539454081022 -0.418634379241707 -1.07794106629421 0.603830312637788 1.39377908471099 0.489688451228934 0.192556310725923 -0.135552491918462 0.194564415438404 -1.67364723781793 -2.27436608339747 3.57727916441 1.66129461626267 1.47344334534255 0.98254231048655 3.32043300500438 6.5390678178885 7.46335237515726 5.98543311721512 -2.54068347926075 1 -1 -1 -1 1 -1 1 1 -1 1 1 1 -1 -1 1 -1 1 1 1 -1
"7" 2.50503795865371 0.731762015667432 0.963091684918563 1.92152935100665 -2.47057486500158 0.043347260033242 -2.16218596981775 -1.27666032035175 -1.53402342861727 -0.652245809685659 -1.92298453269727 3.44440807114597 1.36286374207544 0.153050808822523 -1.27748857117333 -3.45989530841094 -4.26077075419086 -6.23155204675243 -5.14684851583602 1.0410959825167 -1 -1 -1 1 -1 -1 -1 1 -1 1 1 1 -1 -1 1 1 -1 -1 -1 1
"8" -0.463446637861593 0.974358279115654 2.19745276694465 0.995915458444588 -2.85039463200788 0.552816619810266 -0.121243837952492 0.966656172693828 2.88200025542965 -0.294879297674111 -0.0821646000672547 -1.92217976144225 0.598622626982689 0.277807548862027 0.795639504808199 2.93316238333493 2.70144903124271 3.68079361056764 4.04674193452053 -3.50524753803969 1 1 1 1 -1 -1 1 1 -1 1 -1 -1 1 1 1 -1 -1 1 1 -1
"9" -1.0750387566533 -0.655675668373584 0.703766749338803 -0.18462453425636 -0.360031679834453 1.4775496766406 -1.03951645408759 0.434764999098216 2.18516281027317 -2.01253427785685 -4.09582674761767 3.68314464951079 3.40577456075159 2.56690917828234 3.24784727882762 6.86547245118425 8.72097089681305 6.94093321728746 3.40757148027537 -1.34681243368596 1 1 1 -1 1 1 -1 1 -1 1 1 1 -1 -1 -1 -1 1 1 1 -1
"10" 1.66749628524779 0.897682207308457 -0.433906011356483 -1.68525093402131 1.03083824204451 1.42941801071965 -3.44569306086516 -4.37687781528513 -2.88057373524701 1.54757037111295 1.71512397877249 -2.079878675951 -2.04392845182608 -2.05553460013958 -1.11349544176622 -4.22662761710456 -6.05835441497024 -5.97943963323618 -5.10852551247142 4.7336003269253 -1 1 1 -1 1 -1 -1 1 1 -1 1 -1 1 1 1 -1 -1 -1 -1 1
