"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
"1" -2.47592488915684 -0.355781066581384 -0.771348857365752 -0.480928519892964 -0.853076430234645 -1.00852683884322 -1.14747212340211 -0.00488347439739745 -0.84965443240015 0.787161910794252 -1.74529950925027 1.18509340885015 -2.26098084153742 1.22323869225329 2.0442468487997 -0.825670528798475 -0.000588773242434559 0.452046188159087 -1.66730665402703 -1.66722942103965 -2.38046805399105 -1.48431492911812 -0.10507273284464 1.98640606008007 0.983991248865361 -0.637076774354651 -0.259261530910992 -1.88127954697618 -1.14306417175496 2.2065779648731 -1 -1 -1 1 -1 -1 -1 1 1 -1 -1 1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 1
"2" -0.624546761675356 0.623259335262573 -0.416582975787248 -0.211767963886166 0.129904485785477 -1.29936832508238 2.51814214709612 1.78811403012177 1.80813570031275 -0.377982903755478 0.476400674052079 1.87945194266236 -2.89421399106112 -2.72203590347412 -2.27647424561982 0.247837744836724 0.353032402465991 -0.0506034022674278 -0.884350627786789 1.39747313080012 0.874121080102124 0.623484200595888 -1.73660559396158 -1.65414648310742 0.418463190083623 1.34468174608453 1.01250365991511 1.49298983439521 -0.254905416357398 -0.334571771148033 1 1 1 -1 1 -1 -1 -1 1 -1 1 1 -1 -1 1 1 -1 -1 1 1 1 1 1 -1 -1 1 1 1 -1 -1
"3" -0.636091037213433 -1.82018244629635 2.34925769844702 0.62051096882948 -2.17653279273431 -2.63774569186169 0.32501092903429 0.919024538897507 -0.858293182374118 0.0564642922616206 1.09973391360213 -0.892416222774483 -1.30822105178115 -2.18800617799627 -2.16638172129391 -2.21141139003832 -0.459212708551384 1.09586725311575 -2.45892080713493 -1.62917085038492 0.204638043299589 0.764447672947195 -0.112621177178085 0.511140746186118 0.279413569839995 0.31849227391239 0.381288170490383 -2.75906733127812 1.47605471995747 1.43706136919498 -1 1 1 -1 1 -1 1 1 1 1 -1 -1 1 -1 1 -1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 1 -1
"4" -0.829961721321263 0.779611010740002 0.572370630170568 0.526614385009628 1.3210045411994 0.989469793396242 -0.852645252928622 0.514905131945568 0.254501687139435 -0.633702690101202 0.0893393715821591 1.15293184851479 -1.65160811547469 -0.925774461473107 -0.111154014093566 0.0105452055505687 -0.143147142634853 0.0914570769591592 -0.375780157660786 -0.900254691437932 0.146277171033443 -0.413763283536555 -0.615220368334142 -0.388724939345354 0.23923215442979 -0.247097157185287 -0.960520899869794 0.471122206635151 -2.0422579421274 -1.6062781824189 -1 -1 1 -1 1 -1 -1 -1 1 -1 -1 1 1 -1 1 -1 -1 -1 1 1 -1 -1 1 1 1 -1 -1 1 -1 -1
"5" -0.0347084438240708 -1.79946826856866 -0.230826028790913 0.522504815259045 0.578030089258485 -0.525637475927694 0.779493088849705 -1.72579898094943 -2.1352051301832 1.38486013958509 0.403027080597024 -0.355035603148408 -0.908752121208957 -0.474763882111069 1.8245290311196 0.784031347637573 -1.68753915747884 -0.151071811580799 -1.4573243363231 -1.05951474189844 -0.594882170484926 0.395256947009377 -1.462980739496 -0.703230910378689 1.15195578896484 0.8290223729777 1.73599452991407 0.770526033184804 -1.09516797543693 -0.78418327194003 1 1 -1 -1 1 1 -1 -1 1 1 1 1 -1 -1 -1 1 1 1 -1 -1 -1 -1 -1 -1 1 1 -1 -1 1 -1
"6" -0.996677954314011 1.24037637205885 1.12455887503041 1.76581652325042 -1.28157723953932 0.307651751440994 -0.49466957771798 -0.410635547431782 2.10318494806369 -2.34311512300788 0.345336085493681 -0.258446476060103 -1.29928435050144 1.20174343849877 1.65111938816275 0.840115853695516 -0.561632024131717 -0.335690887921361 -1.39944329281017 -0.956910454888295 0.955500125959723 0.328749499954739 -1.47805714479178 -3.1800985337061 2.26699779086412 0.847051415018632 2.08776431924725 1.49762199835495 -1.64402963764148 -0.185528558543092 -1 -1 1 -1 1 -1 -1 -1 1 1 -1 1 -1 1 -1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 1 1 -1
"7" -2.17017520078767 1.78792917371126 0.261191468032841 -2.49333948551052 1.49072208056767 1.71139881525458 -0.308068000303473 -0.301855027859363 -2.7202359528283 0.281411598790646 -0.507713092268006 -0.518518061906684 -0.573477738384288 0.13582607920152 -2.47158146570351 -3.06976383482495 0.348606066326574 -2.15424438851831 -0.516943382765068 -1.62641140408653 -1.60623775176299 -0.492223297321577 -0.672630062398701 0.260328759640206 0.302504888208582 0.112507563249956 -0.269924955259156 -0.280471971147975 -0.854635265903247 -0.47816626630427 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 -1 1 1 -1 -1 -1 -1 1 -1 -1 -1 -1 1 -1 -1
"8" -0.256531379053956 -0.987905310259798 1.69399655115538 0.035819427699101 -0.386742626477062 -0.935786692449846 0.461895961633082 0.80703995117759 0.039066437048064 0.0570048381964347 0.14936264903374 -0.110469200960951 0.109065291344774 -1.59542678963738 -2.64401176436195 -1.19635663471868 0.827147098369424 -0.26919598413031 -1.09581970457817 -1.84278238079111 0.168073982880455 -0.404072926389422 0.0766921682346347 -0.0882639250496597 0.357185915412467 0.135798680970933 0.775094645632515 -0.295495514832865 0.935637565051192 0.928967395843835 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1
"9" 1.02829725269472 0.0999548985467379 -0.484767428350298 0.553207095621631 0.895884465738744 -0.779508899928974 1.47609761220963 4.3859678491154 -0.200364807143232 -0.137783603032322 -0.939571913966882 -2.94866377405154 1.81413187517405 1.70516756277444 2.77407565937602 -0.123791255660478 -1.0359955768531 -0.14534046071302 -0.223197613903982 0.975175334805448 1.90291420651433 1.24062499337809 1.40108561923973 2.09608120937761 0.0870499554480742 1.63406234435131 2.25935664303744 1.74183419192902 -2.76781340094433 -0.744884582655 1 1 1 1 -1 1 1 1 -1 -1 1 -1 -1 1 -1 -1 1 -1 1 1 1 -1 -1 -1 1 1 1 1 -1 -1
"10" 0.0218895581661334 -0.85153639689987 -0.853411862397677 0.388722746305529 1.10417587511159 0.403167513462426 0.427678183664573 1.63127894233331 2.03767609088032 -2.31606632460717 -0.269539925545586 2.65780674526713 -2.61949471634406 -1.32880663561165 -0.91551571854657 -1.53918001373338 0.933141293371293 0.0340319408905496 -0.775185527729479 -1.23957538320429 -0.780961629374762 -1.69764401000154 -2.09857587688752 0.892344858208967 -0.99754751920701 -0.740135388627303 1.33500622735137 0.99752528452876 1.56651927697752 2.15138809747112 1 1 -1 1 -1 -1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
