"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
"1" -0.0230838819466455 0.187368060545471 -1.23636134520152 -0.56156357569328 0.842806161491251 1.2842274083361 -1.16206691414165 -1.93658736981188 -0.165262951988095 -0.0960111834814423 -0.831304126136728 -0.370027724858463 0.390394596435666 1.55693162680045 -0.286976496927169 -0.538799390401336 1.03711745511816 0.192189213416549 2.77319519637674 1.98946680838838 -0.730269858855946 0.421580861382063 1.34445795039401 1.12213119598107 0.838796383609043 -0.369436091657067 -1.08157616723276 -0.805427888222777 -0.29352177454023 -0.453420275153627 -1 -1 -1 -1 1 1 1 1 -1 -1 1 1 1 1 -1 -1 -1 -1 -1 -1 -1 -1 1 -1 1 1 1 1 -1 -1
"2" -1.60149459123306 0.973040994404341 0.687029905563272 0.535457066272589 -2.97607978563337 -1.44701457438501 1.19147937735977 -2.44851575138531 -0.364057444092104 0.784704035671618 -0.648917878387598 -1.29546212376405 -1.15922874107736 0.372423780732746 -0.301185046926977 -0.154633610469122 -1.10721810278278 0.772670705661208 0.38493798201191 -0.75401246507209 -2.6865569277194 -0.0949392319630183 -1.00243549406272 -1.77627532572523 -2.24190183901749 1.15552305429733 1.35572274318208 -0.215286068335455 -0.115544330702003 -0.474283086728908 -1 1 1 1 -1 1 1 -1 -1 -1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 -1 1 1
"3" -0.394445399870209 -0.672124024753674 0.200992834637695 -0.096502628588285 -3.05114647840903 0.0189725148326066 -0.0416250499377128 -0.533474785739149 0.00584228453982005 -0.514841561444867 -0.258613015481735 0.682802799381544 -0.491162277859942 0.180740347311829 -0.954180069423342 -0.52223799391815 0.834244344609083 -0.492714342437395 -1.56150122400021 -1.20340041597926 -0.983465938668772 -1.47617670149915 -0.469049144261732 -1.75273007397099 1.85043861311932 -1.77992702198281 0.887004581957312 -1.2485649245864 0.969513748681158 1.86017737232139 -1 -1 1 -1 -1 -1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 -1 -1 -1 -1 -1 -1 1 -1 -1 1
"4" 0.619572599657267 -1.18348955995146 0.361874964983026 -0.515953820339094 1.68979263673263 0.675821563203338 -0.726323446542864 -0.306827982597746 -1.04513357513863 0.00967207993434294 -1.91924962630013 0.431174852794533 -0.00847031195629194 1.32643121103225 1.17342021263936 -0.424344547367935 -0.543197951081345 -0.476188469755029 -0.681173345649194 -0.766891321439085 0.512013255988781 -1.40167275352579 -0.348962194421283 -0.621482939013185 -0.0559691382414689 -0.879663863195123 0.93250957875287 0.136921345066855 -0.765994953052145 -0.763950423741061 -1 1 1 1 -1 1 -1 1 1 1 -1 1 -1 1 -1 -1 1 -1 -1 -1 1 -1 1 -1 -1 -1 1 -1 -1 -1
"5" -1.4936852461012 1.46905633320394 1.43384260340274 0.865055511130768 0.924340208980381 2.51270540705095 -2.9143879799196 -0.888095464503319 -0.804136720724773 -1.70592016138089 -0.714737270626745 -1.45194281606007 -1.29086329776038 -2.10523026929504 0.174134328364296 -0.73395013537545 -1.25986672507041 0.821108026379086 0.218810589612704 0.276884507931054 -0.0778352521908164 -0.838988887866222 -1.20197056385046 0.0222323990295547 -0.326942047909173 -1.34484294902099 -1.01317569028748 1.28252190336792 -4.25497741103742 -1.57605170977697 1 -1 -1 -1 1 1 -1 1 1 1 -1 -1 -1 -1 1 -1 -1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 -1 1
"6" -1.20347051425006 -0.381209042129888 -0.837995981935729 -0.765489316452043 -0.1221018856702 1.61675717238555 0.723120739959078 0.417053374360551 -0.57584689908185 2.32929840693646 -0.524823321813258 0.167374600127975 1.28455543244276 1.17872663026317 -0.617308304242596 0.801988086239471 -1.77530379942977 -0.629479695024291 0.583125294374246 0.37878823665492 -0.118528801763509 -0.237889265748666 0.627458158956316 1.67844923830142 -1.82141739014061 -1.82607922140453 0.890322376990978 -1.27917669412011 1.91070308699541 0.425562177095067 -1 1 -1 1 1 -1 -1 -1 -1 -1 -1 -1 1 1 1 1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 -1 1 -1
"7" 2.11374309960649 -0.316121138230672 0.392753904396528 2.61358096358615 -1.51207039331865 -1.22013704732852 0.108019240635528 1.26499274014439 1.09771719664843 -0.144560211771755 -0.308393103297615 0.475983994217855 1.4225114348947 1.8565896104236 1.14149616356722 1.14193407955555 -0.396584067048945 0.0193379632626525 0.518722431362529 0.366428272323268 -0.756619172552524 1.55741993989414 0.374172013382148 -0.077164468196309 0.477447074062716 1.03660162346324 0.512401052170961 -0.942942560532661 0.0120258193744498 -1.63475879253681 1 1 1 1 -1 1 -1 -1 1 1 -1 -1 1 1 -1 1 1 -1 -1 -1 -1 -1 1 -1 -1 1 -1 -1 1 1
"8" -2.10266480474525 0.662442766163716 0.876511086346351 2.17123615534654 0.0305709296503124 0.582108945967318 0.133421222056556 -0.741693906383332 0.259082733755587 1.29728831591914 1.39973820175419 -1.28752380935067 1.65634098228719 1.44012133138623 -1.42447851458474 -0.772454186263561 -0.412700678915042 -2.36178881786295 -0.619997179700605 -0.258095098566897 0.437615238765669 -0.807754954679104 -1.11824392041396 -0.954607680489121 -0.0152468490132901 -1.51564508972234 0.686103270012894 -1.44865090650369 0.233686282456404 -0.634520333243009 -1 -1 1 -1 1 -1 1 -1 -1 1 -1 -1 1 1 -1 -1 1 1 1 1 1 1 -1 -1 1 -1 1 -1 -1 -1
"9" 0.811888404461306 -1.09798040023064 -0.363483248142838 0.535850206046455 0.144190833847446 -1.24573326229253 -0.860684596975188 -1.74110997084757 0.436342988178309 -1.09111415406966 -1.97802409044233 1.07920622054596 0.05681857975605 1.07009657186574 1.31065880223717 -0.430895768853484 -1.12748210161297 1.3848297594544 0.915813911034372 1.61164653741431 2.28801706784219 1.83309217549469 -0.103935673874217 -0.429432097317677 0.0109926628043014 0.396844560068486 2.24895960326504 0.836583007751516 -1.31041691467038 0.1391790680551 -1 1 -1 1 -1 1 -1 -1 1 -1 1 -1 1 1 -1 -1 -1 -1 1 -1 1 -1 -1 1 -1 -1 -1 -1 1 1
"10" 0.595126269021231 -0.647368287744882 1.4675214590819 1.45503346585481 -0.816994179225843 0.313536018292584 -0.480521913630427 -0.969253647894912 -0.293353529386957 1.07303022651939 -0.0117294698539428 1.63884161864275 -1.29065613812843 -1.00693515850323 0.0132519481510746 1.25574695421211 -0.522169716530003 0.604615398414894 0.445563924631274 1.29462972728953 0.396931259416035 0.678823460120205 -0.883594666430435 -1.97203801979185 0.739614957779266 0.987061427075768 -1.56291842820065 -1.03897676815133 0.932230689495766 2.44166545201288 1 1 -1 1 -1 -1 1 -1 -1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 1 1 1
