"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60"
"1" 0.874500164165434 -0.91629657259088 -0.719088405696095 -0.943844460173584 -0.576585228488304 0.125621796877465 0.89905420273966 -0.526231808191342 0.413300607617041 -0.117601950441592 -0.696045681882798 -0.0631684828925346 -0.738360469917682 0.201498721908514 2.39903377283737 1.73132847207422 -1.80375951404625 -2.86069427681032 1.35499652595014 -1.57391409541569 -0.0506727785312305 -0.0754548211362014 1.26248032505022 -0.277209641210162 -1.69819551686257 -1.9689760889923 -0.535380656373678 1.01523231862235 -0.478013147259738 -0.157855567886323 1 1 -1 1 -1 -1 -1 -1 1 1 1 1 -1 1 -1 1 -1 1 -1 -1 1 1 -1 1 1 -1 -1 -1 -1 -1
"2" -0.359860296544944 0.435712953548192 -0.103499085254039 -0.105333119937692 0.670080786899502 1.21889543620868 -1.27464014944943 -1.40504644396334 -0.418615911953161 -0.564042069384325 -0.143652833863454 -2.41300333202331 1.85071905225435 0.537913960879701 -0.400962217995065 0.00867924311916077 1.53110991844131 -0.269184676723487 0.788620276135781 0.748968131167351 0.90470596442261 0.752934077158557 1.7975482243258 -0.103685870784073 -0.275044113800901 0.514387861230764 0.690729210733292 1.3717357885937 -2.31637848751316 -2.50104565652442 -1 1 -1 1 1 1 -1 -1 -1 1 -1 -1 1 -1 1 1 -1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 -1 -1
"3" -2.0302851611524 0.582560938717642 0.145524068453534 0.817193969878731 1.06323733168582 0.296406981425751 -1.44873517058685 -0.39048835708177 -0.0622118824903433 0.977167103795326 -0.702599206542971 -0.639439983438948 0.00865528812536998 -0.501752836853442 2.35759293926231 1.28702464562082 -1.91481204438453 -0.132012216082304 0.784669672720901 0.337523820925283 -0.113716591697262 -0.659822775640253 0.594986848560409 -0.0710291713307196 0.871800103789177 -0.41312782505355 -0.846051674216557 0.763722975786967 -0.696007091166946 -1.59953948662837 -1 -1 -1 1 -1 1 -1 1 -1 1 1 1 -1 -1 -1 1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1
"4" 0.648635284154645 -0.270765370566399 0.699501438742573 -1.32508656989853 -0.412693751350925 0.883059170823917 -0.8525943745875 -0.207403276606258 -1.5004830230647 1.35201577524737 -1.23563251453113 0.798430740277422 1.3351028718576 -1.46896731424838 -0.215201298401403 0.771152176195017 -1.66438024558598 -1.34855878401121 -1.95093798016673 -0.787963856753843 -1.15111453176642 -1.01695673666663 -1.51141861373943 -1.67126120922752 0.491284678579412 0.101074531880078 0.27671638327572 -0.158392525009541 -0.740676901725559 -1.02237700864954 -1 -1 -1 1 1 -1 1 -1 1 1 1 1 1 1 -1 -1 1 -1 1 -1 -1 1 1 1 -1 1 1 -1 -1 -1
"5" 0.435388678640981 1.234522301611 -1.54585737588921 -1.66349186361806 1.12672327912102 1.37832056312598 -1.81220225653042 -1.29793883559461 0.992373823013584 -1.99020632174352 -2.85829296081582 0.701366052725921 -1.97145226890322 -1.21457978862123 -1.00823528317793 -0.109070402084488 -2.26921410690175 0.246357618064232 -0.518036957274062 -0.269464551212185 2.44921246196062 1.2630591826537 0.895589865353901 -2.09195132623321 -0.900239252416597 -1.51123572722908 -0.13241146073332 -1.53300338043364 -0.549831074101127 -1.33947312012335 1 -1 -1 -1 -1 1 -1 -1 -1 1 -1 -1 -1 1 1 1 -1 -1 1 1 1 -1 -1 1 1 -1 1 -1 1 1
"6" 0.593893726768127 -0.451598337127051 -0.245986848615733 0.0975383891095894 -1.80062943909663 0.465847452421206 -0.832579985740322 -2.40292739826387 -1.84889669241202 1.84290637975737 3.58925470622101 0.645450952977977 1.13119314596124 -0.992499738383966 -1.49205512050334 -0.608059518413801 0.436873347244188 2.37703491590953 1.03582999747349 -1.01127902204567 0.405291023047847 -1.41490363455076 0.0552476009762489 -2.5008436281222 2.01820638676073 1.08108730447983 -1.3021164389713 -0.14537090605915 -0.507160090015385 -0.649243048532744 1 -1 -1 1 -1 1 -1 1 -1 -1 1 -1 -1 1 1 1 -1 -1 -1 1 1 1 1 1 -1 -1 1 -1 1 1
"7" 0.0334805113007146 -2.32948833078545 -2.37115156758463 -2.35816813460017 0.850102822756948 0.849891974599098 -0.166485473556883 -0.784431922830451 0.493998679892264 -1.82432057377805 -0.0307840014907373 0.200080310098572 -0.547600734043462 -0.499895575274285 0.106610207461173 -0.713996608137796 -0.442595018115218 0.599874115815938 -1.32170329336002 -0.887970432035208 -0.726950197331778 0.012647565100494 0.856250200343362 0.146952280467047 0.925399441275337 -1.83072165943417 -0.593177562497928 -0.43796789114018 0.832729924300849 1.89565132036605 -1 1 -1 1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 1 -1 1 1 -1 -1 -1 -1 -1 -1 -1 1 -1 1
"8" 0.281584180903817 -0.272714273275743 0.328506294721889 0.557869676497464 -0.201014297781213 1.74690802038513 -1.74755392767422 -1.61769358793428 -0.495844557563898 0.904832510175317 -0.151057544315816 0.183481264903892 -1.50766622227923 -2.2609687564075 -2.43268999864554 0.00223574195981602 0.433410081593539 -0.707826496656632 1.56124765239853 1.4605892009779 2.88697214109487 0.447557933254326 1.60201700715465 -0.670129889746857 1.13609349121332 1.42932422493794 2.03713869528057 1.18701025798268 -0.958676292847147 -0.0693229462537203 1 -1 -1 1 -1 1 -1 1 -1 -1 1 1 -1 -1 1 -1 1 1 -1 1 1 1 -1 -1 -1 -1 1 -1 1 -1
"9" 1.04727133495999 0.652648314768846 0.0506181461794394 -0.384340162625027 -1.64602616125292 1.87582638682659 -0.828945190573277 0.711464588609349 -0.122884731574447 0.0307831291378942 0.0827259057495845 1.17753114471228 -0.811785129276437 0.338928830332638 -0.29254850117613 1.88343548116598 2.02789906497685 1.45398117995537 -0.852264931061777 1.24500017795991 0.645662029771548 1.23837828780421 -0.620087162352423 -0.0974158799994372 -1.39303107049582 -0.368900808711533 -1.37906950636919 0.559451630356039 0.589578200549059 1.93516509450096 -1 -1 1 -1 -1 1 -1 1 -1 1 -1 1 -1 1 -1 1 -1 1 1 -1 -1 -1 1 -1 -1 -1 -1 1 -1 1
"10" 1.27465514784443 0.526713488849355 1.30130626862044 0.594826684493724 -0.0429902592490905 -0.8645556508348 1.01838841826168 -2.64437170171571 -1.20986999784837 2.29188065949228 -1.49422648173141 1.12133166994368 -0.685574668798726 -1.09943609353943 -2.04500742587813 0.49704610009534 -0.00563868457457117 -0.241365555554614 -0.319561367090319 -1.01909556708113 -0.23079331351954 -0.737123029749291 -1.31423110997953 -0.967332032269955 0.772275274915951 0.284665691061599 -1.10001541464995 -0.966698246626626 1.35924355743798 -1.43245765685794 1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 -1 -1 1 -1 -1 -1 -1 -1 1 -1
