-0.492404448799789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.547184695280157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.524951506988145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.430399145884439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.594260682910681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.466758024855517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.388273175130598,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.347877135453746,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-0.342659675586037,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.525608015991747,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-0.406432921998203,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.52918011972215,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.394136410695501,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.514431450515985,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.482477693189867,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.415105886477977,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394736104295589,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585996158234775,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53627859398257,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510533570847474
