"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"1" 0.218808852984714 1.28320255025928 0.36359454359337 -1.86119502442639 3.08711744524146 3.30590046297844 1.92362490004834 -3.05367009301184 3.57415636550309 -2.75631767419963 -2.84405609212354 -3.67742040679519 6.01079716903697 -3.03452250797915 -1.21042905752785 1.48326460449833 -1.56079901849344 -0.173620884503975 0.521604934015435 -0.725486941603802 1 -1 1 -1 1 1 -1 -1 1 1 -1 1 -1 1 -1 -1 -1 1 1 -1
"2" -2.53118023400806 -0.47819299839669 -0.900741686885805 1.77680594230126 -2.82324192042411 -1.09949181608657 0.745247486672321 -2.83810607784292 3.45092320844244 -4.4351546120909 -2.08121905986287 -3.06988054957005 3.98502131856204 -3.72850774217302 -1.90048093515793 1.19510546302956 1.94546197557417 2.29168187556674 0.287677567633148 1.36530641116957 -1 1 -1 1 -1 -1 1 -1 1 1 -1 1 -1 1 -1 1 1 -1 -1 1
"3" 1.25796862112989 4.65368973837206 3.34414142299017 1.88866186549451 -3.05416645996324 -4.0255087033614 -2.70288738876726 1.03272645068389 -0.0220430712168476 -0.788095206643369 -0.854363846184715 1.60482917247908 -3.62568847475989 3.77589832179678 -1.21722604914576 0.656220140576161 -0.239856869986101 1.77348280257284 3.81296223145216 -4.71959258754327 1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 -1 1 -1 -1 -1
"4" -0.728164523459931 -0.60928683586255 -1.68364710726665 -0.628621128516343 0.438520522832016 2.03538999750733 2.76336717018 -2.75569423558089 2.57521100137485 -2.59486797679394 -3.22420305299921 -6.26673215873865 10.5586075712998 -6.82373730419803 -1.77393921352471 2.76655732543337 -3.32282023920538 -6.06062280949286 -4.53487391871627 4.72390764528585 -1 -1 -1 1 1 1 -1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 1
"5" -1.08789573966602 -0.779034277626831 -0.526805017626531 -3.45316205095114 2.76684538547753 2.75909133145055 5.09093155102199 -4.98760124453744 5.41690406803203 -4.27901181506898 -3.57741993811132 -3.61275048209902 2.49790992788054 -0.569793747986683 0.349427029810393 1.64160721260255 -0.496452371078419 -1.65923072892638 -1.50118620199044 0.577046726723852 -1 -1 1 -1 1 1 -1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 -1
"6" 1.7443786052379 3.94852107358663 2.16753487669463 2.62384780818909 -4.43177257813211 -5.4110406387712 -6.32082425882308 5.19086223738243 -5.72620243900892 3.43303788331366 5.35839722424359 5.98956146142733 -10.6256945418087 9.55062126933513 3.87116577456702 -3.87728732566825 2.26091314922891 1.94532531147579 3.56396381468215 -3.13190571696013 1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 -1
"7" 0.185496735603603 3.08461375512352 4.20464242451185 4.18977797975449 -3.23295094238062 -3.08337590711437 -3.65347250670899 6.06182612289781 -6.4080131201852 4.04264475674005 4.24348244823677 7.77028920903132 -10.8671051221629 9.69916070186 4.73506548237902 -4.71690897280605 1.89318301986278 2.11254491868612 3.66321984645336 -2.45442261381081 -1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 -1
"8" -0.0227067705234338 2.25129026195741 2.40568676038393 3.27261301651427 -2.24683911171412 -5.12885864116368 -5.06170368184001 5.16443708978389 -5.57534460338431 4.18234651373931 6.1710678512432 7.90158116405232 -7.97077964947665 6.21312713502309 2.9086590714256 -2.14200641366686 1.1440522094539 2.16010933554832 2.85293257219407 -1.82035031717497 1 -1 1 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 -1 -1 -1 1
"9" 1.74322444074144 -0.349595649077601 1.82746142708787 2.5088215062585 -6.10313985624255 -7.09500814051098 -6.64551354491932 4.53495186106005 -5.80833707827381 3.80912421793419 3.87714561269422 6.42415436563821 -9.39879421772827 6.20919671111774 3.51458954152899 -2.98002447831375 4.06842801238711 3.80680291958815 3.77185813358359 -4.40065741962483 -1 -1 -1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 -1
"10" 0.824509976858993 2.64148671234577 1.27565469092599 3.9393568480017 -3.59567761070544 -3.69224460356272 -4.05682561649087 7.73134963211634 -7.33468486999202 5.5934672626277 3.06886333382925 6.25068292781204 -7.51607120209346 3.98839889182796 2.17653146952307 -1.78885764890509 1.821728150709 2.3613777087981 1.08868759683764 -1.06388533780175 -1 -1 1 1 -1 -1 1 1 -1 -1 -1 -1 1 -1 -1 1 1 -1 -1 -1
"11" -3.16745974854494 -3.47322159357402 -1.96802422755686 1.54590558817711 -2.81868731732687 -5.23982278641832 -3.68413886505882 2.69300816995444 -2.00109555128362 0.440729682106681 3.20008583632229 7.40646154566573 -9.21260421815573 7.36246723932564 2.38175106744132 -2.42608385330541 1.80082592137726 1.39736519421342 2.55498254016193 -0.593154129334283 1 1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 -1 -1 1
"12" -0.942059335911456 -1.04759779261729 -0.14568489651335 1.11433046826806 -1.48154125775821 -1.63969224113307 -1.88525373766457 2.14589544198024 -2.30659436421 2.11716175415303 3.35715290080239 4.09165971028514 -5.31042703484611 5.26680817283513 2.9668756662911 -3.38225764493943 1.53757166645936 -0.430883649563608 -2.05236922957807 1.92216159500432 1 1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 1 -1 1 1 -1 1 1 1
"13" 0.273056622200569 1.40730764598112 -0.366815751063054 -2.96623526219104 4.90177800698355 4.76994302375977 4.00519908368522 -5.45240456389907 3.77955906319965 -2.06289621476207 -3.67204760060412 -6.18911004820408 6.49277556330494 -5.30985349049552 -5.11646181317233 5.60679026349369 -4.21419849555188 -5.51431525362508 -5.08261219012655 2.93109280021224 -1 -1 1 -1 1 1 -1 -1 1 1 -1 1 -1 1 -1 -1 -1 1 1 1
"14" 0.214454093188506 -0.0384150386166533 0.283144684202458 0.507304206711554 -0.122342208905647 0.650630716800859 2.29428082089471 -3.23191025400387 4.668107500029 -4.61055246229077 -4.47271416306987 -8.09966215156622 11.7622510387086 -9.27045939179024 -5.82112733202494 2.69879819759372 0.150846767664426 -3.12472379107615 -4.06196208393695 2.58636873624635 1 -1 -1 -1 1 1 -1 -1 1 1 -1 1 -1 1 -1 -1 -1 1 1 1
