"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"1" -0.418847650083179 2.33759506916749 2.76222189213 5.59451068292398 -4.6413612734619 -5.2849649637004 -5.60303484638899 8.29604088448505 -7.15584461444985 4.64787306271766 3.80496099299822 6.15351900220832 -8.72477728080031 6.89265925469282 4.52832743116505 -2.99665679218688 1.41216878166407 4.78281630551095 2.89222150818045 -0.964688038378613 1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 -1
"2" 0.6961574704188 2.16575190162156 4.51254139929528 2.8671264769244 -4.12689922090267 -4.99711523988196 -4.10148088112214 4.41979407081231 -3.40839665525646 3.62031010618513 1.89692285970624 3.44967864556277 -2.22289419532984 -0.504235768170085 1.73287303594308 -2.80899149871356 1.28037766564104 3.4974935516848 1.70644234930731 -0.249742312024346 -1 -1 1 -1 -1 -1 1 1 -1 -1 -1 -1 1 1 1 1 1 -1 -1 1
"3" 0.598218124318784 2.90520355615194 2.31095878464817 2.76506490645963 -5.30366361271586 -6.10923202188111 -7.7449275531442 6.91021710727298 -6.56278533989714 3.84928828488326 4.17737238869405 4.2049768051347 -5.59411058801944 6.48983359133612 4.33954350575164 -3.12786435782777 2.60801626849251 2.12987527628505 3.97214649722452 1.24322334280549 -1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 1 1 1 1 -1 -1 1
"4" -0.819754565626044 -1.37820138908124 -1.08560607561561 0.60790748172073 -2.56251336317542 -2.6325182658341 -2.5098028882981 3.02705090362673 -1.93602111358812 3.19329114103985 4.04130737170951 5.36549777626316 -6.66259621807746 6.12809999617571 3.28827040810613 -1.72702950840893 0.9277805798267 -1.79270123021423 -2.39296199434228 2.209002840545 1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 1 1 -1
"5" -0.972219717261134 0.529724788863572 0.317394198731154 1.65046156726038 -5.39694820830676 -6.11145845834593 -5.79432196828138 5.40235319277086 -4.18158909354588 3.94290482738811 5.22938553636832 6.16797273336529 -6.82995963502008 5.18543948587214 2.00699824097231 -1.63683783420137 2.70724843281144 2.22534142906381 4.55202142144193 -1.39562686931292 -1 -1 1 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 -1 -1 -1
"6" 1.47750478761922 1.73869523655993 2.22816875101036 2.78301100454512 -6.40976253542659 -7.16979352974032 -4.39378479201579 4.477807380793 -4.46403392924115 3.21735996478851 2.12931099153438 5.84819324303677 -9.75834802056186 6.4646015408109 0.957409205893895 -0.126122856975837 1.55075331836653 0.991769022699726 -0.514008696017472 -2.29924717728014 1 -1 -1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 1 1 -1
"7" 1.82261200038279 1.02789449114009 -0.143669346952062 0.276080494883461 -1.93139114573678 -2.79753921125107 -3.21034071901331 5.58498855992713 -5.16669145323772 4.25506997340773 4.87239861017692 7.91370298902378 -9.02387259668569 6.80013256708328 2.26283123342271 -2.40855198226643 1.69222478584906 2.02994382999222 -0.304191961377478 0.557436190324224 -1 -1 -1 1 -1 -1 1 1 -1 -1 -1 -1 1 -1 1 1 1 -1 -1 1
"8" -0.0160568129384063 2.30798323183059 3.9219977876642 5.51309144717809 -5.4171817412865 -4.3884626494159 -4.85964743058632 6.35745070226253 -3.72487494166075 3.77526895321034 2.02517869955687 6.94794771379401 -9.30588633399833 8.02248002415928 3.66961635469195 -4.60435090995078 3.99797182988053 5.76213461794683 5.10452135435315 -2.77176653476568 -1 -1 1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 1 1 -1 -1 -1
"9" 4.42281704656076 3.39276188677441 3.44694474545175 2.22065008760736 -3.11179058680457 -5.69239278936827 -5.76288580853934 4.47400834039366 -4.98631727757351 5.29744946136617 3.2967760678467 5.93635287374867 -3.04721604161157 4.64017891779662 0.692294306479981 0.196501541688197 -2.55155983824532 -4.54800075771628 -5.93383770669121 4.43900975384711 1 -1 1 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 -1 1 1 1
"10" 1.4450778013622 1.07433366750507 1.43489055235348 -1.09309469846585 4.5087787518054 3.01398843305278 1.88551624359302 -0.59691481834599 -1.86964132556998 3.3303433323983 4.13526627560694 6.83675508159065 -9.67030233060071 7.95849175195995 3.83776543249591 -3.6709667333865 4.22332812703777 3.79008163566944 3.18504478150244 -2.35598841990144 1 -1 1 -1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 -1 -1 1
"11" -0.0319839351732911 2.68297353790051 0.0506886452344038 3.24147891592352 -3.05947806686367 -2.1911139110527 -2.25044762748004 2.97376433978617 -4.76629166638241 3.28865757879624 4.14063080831298 6.02979341306155 -9.92195837411536 7.38125664660205 4.31851774534417 -2.68189594448135 1.36038206025683 4.13698984761205 4.06272024424911 -2.31339162513999 1 -1 1 1 -1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 1 1 -1 -1 -1
"12" 2.03852364415308 1.14840918838383 1.46236465173042 2.5242659582053 -2.50883051802561 -3.41119073488763 -4.01477408058122 5.82974058489389 -5.90956932786081 6.80079657167407 5.60107834869772 9.72888958117958 -11.5082146093637 9.81568958833447 5.13579007543295 -1.1659995204415 0.539484541821411 -1.07368337914807 -1.39269719116622 -0.417725242768908 1 1 -1 1 -1 -1 1 1 -1 -1 1 -1 1 -1 1 -1 1 1 1 1
"13" 0.717649333275441 -0.418897157450253 -0.980522829347735 -3.75121766000591 5.46863389666493 6.07752560197017 4.5553023454048 -4.17779480501756 4.8231893323731 -4.95971779482921 -3.16485030665763 -5.32949263993615 5.79540277881569 -4.4638432763842 -1.95047852258318 3.14784723637005 -3.02378653391711 -4.04811860100617 -4.86081228835234 2.45026972844213 1 1 1 -1 1 1 -1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 1 1
"14" -0.265072120791028 -0.594134055838883 -1.38422395902062 -3.00744321775319 2.12532596246218 1.06598141494697 1.66155024449322 -3.81028459076677 3.27267398206678 -2.32536745408816 -0.870789377670763 1.13244723290123 -1.49479270191158 2.48674031785187 -0.625114516570708 3.02380320554833 -4.31112024084115 -5.45676008850905 -4.9630136257715 3.2829569951776 1 1 -1 -1 1 1 -1 -1 1 1 -1 -1 -1 -1 -1 -1 -1 1 1 1
"15" -1.50437147371129 -3.21291210134601 -1.62391193450578 -1.12586589317417 5.57960650130032 5.71177799211651 5.07452847316291 -2.55403353437849 2.69808103728924 -1.12810169702419 -2.52607565862803 -7.31119249889976 6.97691621724508 -4.41961079787862 -0.643165364597682 1.62883203285769 -0.548457475959391 -1.48834218826348 -1.18383076565893 0.0716936713577605 -1 1 -1 1 1 1 -1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1
"16" 1.25645875285396 0.701044285734449 -2.37876222919385 -3.95920833013023 4.993129239289 3.82899107952296 2.25145068131137 -1.81073432234906 3.05447204249628 -2.74353439508544 -3.62837901110428 -4.17735254014689 3.03194140287431 -0.796146703448867 1.29104044987674 0.203665205346696 -2.14243556166679 -2.42760664711103 -2.53198384054379 1.65829151769512 -1 -1 -1 -1 1 1 -1 -1 1 1 -1 1 -1 -1 1 -1 -1 1 1 1
"17" -3.27316327699059 -2.4238273104145 -2.03325589306343 -3.41298190237642 3.85141525594315 5.66429400757352 4.92942205135822 -2.35932111171299 1.77858712872996 -2.75888101013686 -4.05048538877241 -6.44108576349455 9.33673867140259 -8.54204739007805 -5.63669802523852 4.26333756156751 -2.42420148188022 -3.35697542667027 -2.62356038014792 1.24295228509033 -1 1 1 -1 1 1 -1 1 1 1 -1 1 -1 1 -1 -1 -1 1 -1 1
