"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40"
"1" -2.79726929759672 2.89948863382411 -3.05099851150465 3.38477221740271 -3.60651214017655 2.75447769489539 -3.75767226145005 4.7091718850812 7.81906917913267 18.2659326058011 26.9394030007178 -33.2444681760997 38.4864621633211 -39.1737527549979 35.2072796655544 -30.5604470065413 26.5428535162647 -21.9315909553703 13.1309230085118 3.97134044565803 1 -1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"2" -0.436722053123389 -0.556341588664799 -1.25878360786964 -0.0587746764700004 -1.90286984719496 1.52662769571715 -3.11635591220689 3.69961568334081 5.8695126827477 15.84034932433 23.8636098435172 -30.6410122238442 37.7257477737128 -42.1212772890149 40.1061506878995 -35.3552939234646 27.7182206618214 -19.0731361932087 12.9479680760669 4.32792549855153 1 -1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"3" -1.76016339297452 1.12930694977311 -0.395430533200238 2.30507948034445 -3.82936111570043 3.24283444731506 -5.13261183273593 7.11051200093693 10.7743282348021 22.1920600539739 31.8996746623883 -36.791489045302 44.7323719111326 -46.8492974459845 41.3394271265912 -37.8750263849054 30.7902952604878 -22.3807576898538 15.9580564653534 4.90354488791309 1 1 1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"4" -2.40445261033562 3.85479179875718 -4.08657191609865 1.72845040083937 -0.649927706666014 4.08503243535153 -4.5711098197428 6.00984830614538 10.0633824867795 20.0552593931072 27.5127562935817 -32.2117339683593 38.978899678251 -40.5805482465791 35.3543739951594 -33.1732419330538 25.0163919983117 -17.4025624426108 10.5855333786719 2.68650005663476 -1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"5" -3.52070079277283 5.62929882301946 -4.80589744583093 6.02927185012373 -4.65447506564992 6.07386380379449 -6.49533596951708 8.20500608973902 7.37347073947889 19.4923206506949 27.748065570702 -32.5542716770061 38.0195436458614 -38.163013951146 35.4699205186108 -33.3042609414346 27.3998023127011 -20.6767842498499 12.8529424416721 2.25342677475105 1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"6" -0.521832602194908 -0.437054970150481 -0.902982375433404 0.911649993889048 -2.53154092869785 4.15293254264237 -5.52573051295265 5.52032557074962 7.27048198166711 14.54247471405 23.0424902651122 -28.1678098832321 34.969962883534 -37.5236830817538 32.598594750178 -29.2368598889776 25.4612158196098 -16.3038331682479 10.1877079299263 4.43792093131129 1 -1 1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"7" -3.04676107336466 0.99487345091603 -2.6281720490231 3.75265615732763 -4.72544650684549 5.40050908467197 -5.54689973840963 6.73492535208733 8.6739128292978 16.3043482695734 22.6437929442634 -27.0032288248542 34.2943266591851 -35.8523211892332 32.5412252563183 -28.5271854522341 22.120151978491 -17.1089761944395 11.7822945120218 2.33686995440982 1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"8" 0.0909717003089953 1.67412394232224 -1.14234804692377 2.61924920330037 -0.551282385320608 2.71382284268373 -4.60217168804783 5.64636905836065 8.79564616049146 17.824260823047 22.8964940535025 -27.1411008421235 31.9433886747816 -33.1891568057142 32.2507975218226 -28.1144309250347 20.9844142200917 -15.3647101134708 9.31160135992042 2.27248714973582 1 -1 -1 1 -1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"9" -3.3857116291645 6.06382227519649 -5.19262617537924 3.60236195631643 -1.6106993568017 4.67738982743716 -7.49148526894019 7.69715279320199 9.11514919404397 18.8860378421709 25.24521998311 -30.5501791594172 36.0181223408144 -36.0874965750231 32.4257575058019 -29.2034880391639 24.4762797607008 -17.4004897447811 10.1372105261379 3.33890020104315 1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"10" -1.96522023725192 3.75427608153332 -3.75706139592804 2.68550667842773 -4.48060548001135 4.73498827078432 -4.19433605828911 6.78421800799393 9.57634493945601 17.6822260210084 26.2827084098384 -31.3220488157443 36.8724721516897 -38.0019403340251 36.6558690609613 -32.9107287936606 24.9997297550929 -16.3001621752263 12.7705294833695 4.91766977427708 1 1 -1 -1 1 -1 -1 1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
"11" -1.88691181666666 0.809767904750974 0.644224578343223 0.815613623140971 -1.24969612139952 0.855562850061111 -2.68752060300956 5.32666619226313 8.36700132313491 16.4013035585884 24.3757741631509 -29.3178520956827 35.4270041297436 -38.5855712792975 34.1661371590675 -29.3954237058504 23.9612667224076 -16.2174410363861 10.1692150069242 3.16567278858764 1 -1 -1 -1 1 -1 -1 -1 -1 -1 -1 -1 1 -1 -1 -1 1 1 -1 1
